id,state_id,city,klan_number,nickname,notes,latitude,longitude,year
97,110,Fort Smith,15,Not Named,No Notes,35.3859242,-94.3985475,1922
98,110,Arkadelphia,16,Not Named,No Notes,34.1209292,-93.0537839,1923
99,110,Lonoke,24,Lonoke Klan,No Notes,34.7839795,-91.8998611,1923
100,110,Batesville,30,Not Named,No Notes,35.769799,-91.6409721,1922
101,110,Newark,31,Big Bottom Klan,No Notes,35.7017444,-91.441522,1922
102,110,De Queen,37,Not Named,No Notes,34.0378916,-94.3413168,1922
103,110,Pine Bluff,38,Not Named,No Notes,34.2284312,-92.0031955,1922
104,110,Searcy,40,Not Named,No Notes,35.2468204,-91.7336846,1923
105,110,Yell County,43,Harkey Klan,"held a barbecue across the Peht Jean River from Danville,Yell County",35.0810824,-93.3388917,1923
106,110,Okolona,47,Not Named,No Notes,33.9973256,-93.3379532,1923
107,110,Magnolia,49,Not Named,No Notes,33.2670725,-93.239334,1922
108,110,Paris,53,Not Named,No Notes,35.2920325,-93.7299173,1926
109,110,Lockesburg,57,Alberta Peach Klan,No Notes,33.9673375,-94.1685312,1922
110,110,Manila,59,Not Named,No Notes,35.8800733,-90.1670393,1923
111,110,Leachville,60,Robert E. Lee Klan,No Notes,35.9359051,-90.257876,1922
112,110,Wynne,61,Not Named,No Notes,35.224533,-90.7867798,1923
113,110,Paragould,62,Greene County Klan,No Notes,36.0584021,-90.4973286,1923
114,110,Osceola,64,Not Named,No Notes,35.7050778,-89.969532,1922
115,110,Mount Ida,71,Not Named,No Notes,34.5567637,-93.6340814,1923
116,110,Jonesboro,72,Kraighead Kounty,No Notes,35.8422967,-90.704279,1922
117,110,Pocahontas,73,Not Named,said to be the 73rd Klan chartered in AR,36.261286,-90.970551,1922
118,110,Hermitage,75,Hermitage Klan,No Notes,33.448333,-92.1725,1923
119,110,Hartford,80,Not Named,No Notes,35.0228761,-94.3813277,1922
120,110,Fayetteville,83,Not Named,No Notes,36.0625795,-94.1574263,1922
121,110,Sulphur Springs,85,Not Named,No Notes,36.4834084,-94.4585488,1923
122,110,Gravette,85,Not Named,No Notes,36.4220207,-94.4535484,1923
123,110,Marshall,88,Bear Creek Klan,No Notes,35.9089643,-92.6312746,1925
124,110,Ingalls,89,Not Named,No Notes,33.383333,-92.150833,1923
125,110,Mena,90,Not Named,No Notes,34.5862171,-94.2396554,1922
126,110,El Dorado,92,Not Named,No Notes,33.20763,-92.6662674,1923
127,110,Rogers,94,Not Named,No Notes,36.3320196,-94.1185366,1924
128,110,Harrison,101,Kerr-Harrell Klan,No Notes,36.2297936,-93.1076765,1923
129,110,Forrest City,103,St. Francis County Klan,No Notes,35.0081474,-90.7898342,1923
130,110,Monticello,108,Not Named,No Notes,33.6289974,-91.7909639,1923
131,110,Bearden,117,Not Named,No Notes,33.7245526,-92.6157139,1924
132,110,Huntsville,120,Not Named,No Notes,36.086187,-93.7413032,1923
133,110,Springdale,124,Not Named,No Notes,36.1867442,-94.1288141,1924
134,110,Spring Bank,130,Not Named,No Notes,33.0890215,-93.8310119,1923
135,110,Buchner,134,Not Named,No Notes,33.3584581,-93.4360073,1923
136,110,Corning,140,Not Named,No Notes,36.41,-90.589444,1923
137,110,Lockesburg,152,Sevier County Klan,No Notes,33.9673375,-94.1685312,1926
138,110,Buckner,154,Not Named,No Notes,33.3584581,-93.4360073,1924
139,64,Fresno,1,Not Named,No Notes,36.7468422,-119.7725868,1923
140,64,San Francisco,1,Not Named,No Notes,37.7749295,-122.4194155,1923
141,64,Inglewood,1,Med Mosher Klan,No Notes,33.9616801,-118.3531311,1923
142,64,Los Angeles,1,Not Named,mother Klan of California[2],34.0522342,-118.2436849,1923
143,64,Santa Maria,1,Not Named,No Notes,34.9530337,-120.4357191,1923
144,64,El Segundo,1,Not Named,No Notes,33.9191799,-118.4164652,1924
145,64,Los Angeles,2,Not Named,No Notes,34.0522342,-118.2436849,1923
146,64,Bakersfield,2,Not Named,No Notes,35.3732921,-119.0187125,1923
147,64,Fresno,2,Not Named,No Notes,36.7468422,-119.7725868,1924
148,64,Oakland,2,Not Named,No Notes,37.8043637,-122.2711137,1924
149,64,Santa Monica,2,Not Named,No Notes,34.0194543,-118.4911912,1924
150,64,Ingleside,2,Loyalty Klan,gets charter this year,37.7198213,-122.4538009,1926
151,64,Long Beach,2,Not Named,No Notes,33.7700504,-118.1937395,1935
152,64,Los Angeles,3,Not Named,No Notes,34.0522342,-118.2436849,1923
153,64,Oakland,3,Provisional Klan,No Notes,37.8043637,-122.2711137,1924
154,64,Valley Union,5,Not Named,No Notes,34.8798169,-120.4452402,1934
155,64,Alhambra,8,Not Named,No Notes,34.095287,-118.1270146,1923
156,64,Pasadena,9,Not Named,No Notes,34.1477849,-118.1445155,1923
157,64,Oakland,9,Not Named,No Notes,37.8043637,-122.2711137,1923
158,64,Long Beach,11,Benjamin Cameron Klan,No Notes,33.7700504,-118.1937395,1931
159,64,Montebello,12,Not Named,No Notes,34.0165053,-118.1137535,1923
160,64,Sawtelle,18,Malibu Klan,No Notes,34.0433903,-118.4542772,1931
161,64,Vallejo,19,Not Named,No Notes,38.113056,-122.235833,1926
162,64,Oakland,22,Not Named,No Notes,37.8043637,-122.2711137,1926
163,64,Inglewood,25,Loyalty Klan,formerly Med Mosher Klan,33.961442,-118.354532,1933
164,64,Alhambra,32,Not Named,No Notes,34.095287,-118.1270146,1932
165,64,Chico,33,Hooker Oak Klan,gets charter,39.7284944,-121.8374777,1926
166,64,Holtville,36,Not Named,No Notes,32.8111612,-115.3802643,1931
167,64,Alameda,39,Not Named,No Notes,37.7652065,-122.2416355,1930
168,64,San Francisco,40,Not Named,No Notes,37.7749295,-122.4194155,1927
169,64,Glendale,41,Not Named,No Notes,34.1425078,-118.255075,1931
170,64,Pasadena,41,Not Named,No Notes,34.1477849,-118.1445155,1932
171,64,Randsburg,43,Not Named,No Notes,35.3685739,-117.6581161,1929
172,64,Visalia,48,Not Named,No Notes,36.3302284,-119.2920585,1931
173,64,Hawthorne,49,Not Named,No Notes,33.9164032,-118.3525748,1929
174,64,San Pedro,51,Not Named,No Notes,33.7360619,-118.2922461,1931
175,64,San Francisco,58,Not Named,No Notes,37.7749295,-122.4194155,1931
176,64,San Francisco,61,Not Named,No Notes,37.7749295,-122.4194155,1931
177,64,Palo Alto,63,Not Named,No Notes,37.4418834,-122.1430195,1931
178,64,San Diego,64,Not Named,No Notes,32.715738,-117.1610838,1928
179,64,Santa Cruz,65,Not Named,No Notes,36.9741171,-122.0307963,1929
180,64,Colton,68,Not Named,No Notes,34.0739016,-117.3136547,1931
181,64,Ontario,70,Not Named,No Notes,34.0633443,-117.6508876,1931
182,64,Selma,71,Not Named,No Notes,36.5707838,-119.6120765,1931
183,64,Taft,72,Not Named,No Notes,35.1424671,-119.4565078,1930
184,64,Fresno,74,Not Named,No Notes,36.7468422,-119.7725868,1932
185,64,Tulare,78,Not Named,No Notes,36.2077288,-119.3473379,1927
186,64,San Bernardino,80,Not Named,No Notes,34.1083449,-117.2897652,1927
187,64,Highland Park,84,Not Named,AKA Los Angeles/Highland Klan,34.1157564,-118.1854042,1929
188,64,Hemet-San Jacinto,86,Not Named,No Notes,33.753046,-116.9586732,1929
189,64,San Jose,88,Pioneer Klan,No Notes,37.3382082,-121.8863286,1931
190,64,Santa Anna,100,Not Named,"Referenced as the Orange County Klan and the Huntington Beach, Orange Klan",33.7455731,-117.8678338,1927
191,64,Venice,102,Bay Cities Klan,No Notes,33.9850469,-118.4694832,1932
192,64,Watsonville,105,Pajero Valley Klan,No Notes,36.910231,-121.7568946,1926
193,64,Los Angeles,110,Theodore Roosevelt Klan,No Notes,34.0522342,-118.2436849,1928
194,64,Torrance,113,Triple City Klan,No Notes,33.8358492,-118.3406288,1931
195,64,Sacramento,120,Capital Klan,gets chartered this year (1931),38.5815719,-121.4943996,1931
196,64,San Fernando Valley,124,Not Named,No Notes,34.1825782,-118.4396756,1931
197,64,Burlingame,127,Not Named,gets charter this year,37.5778696,-122.34809,1931
198,64,San Bernardino,6,San Bernardino Provisional Klan,No Notes,34.1083449,-117.2897652,1923
199,64,Oakland,3,Oakland Provisional Klan,No Notes,37.8043637,-122.2711137,1924
200,64,Sawtelle,7,Progression Klan,No Notes,34.0433903,-118.4542772,1931
201,64,Visalia,4,Not Named,Jr. Klan chapter,36.3302284,-119.2920585,1925
202,64,Orange,14,Not Named,Jr. Klan chapter,33.7877944,-117.8531119,1925
203,64,Hermosa,16,Not Named,Jr. Klan chapter,33.6191643,-117.6927206,1925
204,64,Calexico,0,Not Named,No Notes,32.6789476,-115.4988834,1923
205,64,Redondo Beach,0,Not Named,No Notes,33.8491816,-118.3884078,1923
206,64,San Diego,0,Provisional Klan,No Notes,32.715738,-117.1610838,1923
207,64,San Pedro,0,Not Named,No Notes,33.7360619,-118.2922461,1923
208,64,Watts,0,Provisional Klan,No Notes,33.9386361,-118.2380432,1923
209,64,Anaheim,0,Provisional Klan,No Notes,33.8352932,-117.9145036,1923
210,65,Denver,1,Not Named,Organized early in 1921,39.7392358,-104.990251,1921
211,65,Pueblo,5,Not Named,No Notes,38.2544472,-104.6091409,1923
212,65,Florence,7,Not Named,No Notes,38.3902777,-105.1185988,1923
213,65,Brighton,8,Not Named,No Notes,39.9852617,-104.8205283,1931
214,65,Colorado Springs,11,Pikes Peak Klan,No Notes,38.8338816,-104.8213634,1925
215,65,Loveland,16,Not Named,No Notes,40.3977612,-105.0749801,1931
216,65,Colorado Springs,17,Pikes Peak Klan,No Notes,38.8338816,-104.8213634,1931
217,65,Rocky Ford,19,Not Named,No Notes,38.052508,-103.7202274,1925
218,65,Canon City,21,Not Named,No Notes,38.4494063,-105.2253316,1924
219,65,Canon City,22,Royal Gorge Klan,No Notes,38.4494063,-105.2253316,1931
220,65,Buena Vista,25,Not Named,No Notes,38.8422178,-106.1311288,1926
221,65,Greeley,31,Not Named,No Notes,40.4233142,-104.7091322,1931
222,65,Simla,43,Not Named,No Notes,39.1416551,-104.0838479,1926
223,65,Edgewater,55,Not Named,No Notes,39.7530425,-105.0641503,1933
224,65,Durango,66,Not Named,No Notes,37.27528,-107.8800667,1925
225,65,Bayfield,69,Pine River Klan,No Notes,37.2255593,-107.5981123,1925
226,65,Stratton,74,Not Named,No Notes,39.3033276,-102.6046454,1926
227,65,Milliken,79,Little Thompson Klan,No Notes,40.3294268,-104.85525,1927
228,65,Denver,81,Monarch Klan,No Notes,39.7392358,-104.990251,1931
229,66,New Haven,1,Not Named,No Notes,41.308274,-72.9278835,1922
230,66,Greenwich,1,Not Named,No Notes,41.0262417,-73.6281964,1932
231,66,Meriden,3,Not Named,No Notes,41.5381535,-72.8070435,1922
232,66,Norwalk,4,Not Named,No Notes,41.117744,-73.4081575,1932
233,66,Bridgeport,5,Not Named,No Notes,41.1865478,-73.1951767,1923
234,66,Danbury,5,Not Named,No Notes,41.394817,-73.4540111,1926
235,66,New London,6,Not Named,No Notes,41.3556539,-72.0995209,1931
236,66,New Haven,7,Not Named,No Notes,41.308274,-72.9278835,1931
238,66,Kent County,9,Not Named,RI?,41.6579147,-71.7147951,1933
239,66,Canaan,10,Not Named,No Notes,41.9640877,-73.3001233,1931
240,66,Washington County,12,Not Named,No Notes,41.4568113,-71.6673352,1933
241,66,Waterbury,14,Not Named,No Notes,41.5581525,-73.0514965,1929
242,66,Brooklyn,15,Israel Putnam Klan,Wauregan,41.7881236,-71.9497216,1928
243,66,West Willington,17,Nathan Hale Klan,No Notes,41.8812085,-72.3020246,1931
244,66,Hartford,18,Nutmeg Klan,South Manchester,41.7637111,-72.6850932,1929
246,66,New Britain,23,Elihu Burritt Klan,No Notes,41.6612104,-72.7795419,1931
247,67,Washington,1,Not Named,No Notes,38.9071923,-77.0368707,1921
248,67,Washington,2,National Capital Klan,No Notes,38.9071923,-77.0368707,1923
249,67,Washington,3,Washington City Klan,No Notes,38.9071923,-77.0368707,1931
250,67,Washington,4,Washington City Klan,No Notes,38.9071923,-77.0368707,1932
251,67,Washington,5,Fellowship Klan,No Notes,38.9071923,-77.0368707,1928
252,68,Delmar,2,Not Named,No Notes,38.4565052,-75.5771471,1925
253,68,Smyrna,4,Caesar Rodney Klan,No Notes,39.2998339,-75.6046494,1924
254,68,Wilmington,7,Not Named,"10th and 11th anniversaries celebrated on Oct 2, 1931 and Sept 16, 1932, respectively",39.7390721,-75.5397878,1923
255,68,Newport,12,Not Named,No Notes,39.7137237,-75.6093709,1931
256,68,Wilmington,13,Not Named,No Notes,39.7390721,-75.5397878,1929
257,68,Dover,15,Nathan Hale Klan,No Notes,39.158168,-75.5243682,1926
258,68,Wilmington,13,Not Named,No Notes,39.7390721,-75.5397878,1931
259,68,Newark,14,Mason-Dixon Klan,No Notes,39.6837226,-75.7496572,1931
260,68,Georgetown,17,Goodwill Klan,No Notes,38.6901134,-75.3854728,1929
261,68,Newark,23,Ivy Castle Klan,No Notes,39.6837226,-75.7496572,1930
262,69,Jacksonville,1,Stonewall Jackson Klan,"FL's second largest Klan, after Miami",30.3321838,-81.655651,1924
263,69,South Jacksonville,2,Robert E. Lee Klan,No Notes,30.304384,-81.650083,1922
264,69,Lakeland,5,Abraham Lincoln Klan,No Notes,28.0394654,-81.9498042,1922
265,69,Tampa,7,Seminole Klan,No Notes,27.950575,-82.4571776,1932
266,69,Orlando,9,Cherokee Klan,No Notes,28.5383355,-81.3792365,1923
267,69,Palatka,13,Not Named,No Notes,29.6485801,-81.6375819,1922
268,69,DeLand,14,Not Named,No Notes,29.028318,-81.3031179,1924
269,69,New Smyrna,15,Not Named,No Notes,29.0258191,-80.9269984,1924
270,69,DeLand,16,Not Named,No Notes,29.028318,-81.3031179,1932
271,69,Daytona,17,Not Named,No Notes,29.1890073,-81.0469647,1924
272,69,Port Orange,17,Tamoka Klan,No Notes,29.1383165,-80.9956105,1932
273,69,Delray,17,Not Named,No Notes,26.4762477,-80.1330006,1926
274,69,Fort Myers,19,Palm Klan,AKA  Klan of the Palms,26.640628,-81.8723084,1926
275,69,St. Petersburg,20,Olaste Klan,AKA Olustee Klan,27.773056,-82.64,1924
276,69,Miami,24,John B. Gordon Klan,FL's largest Klan,25.7616798,-80.1917902,1924
277,69,Miami,26,Dade County Klan,No Notes,25.7616798,-80.1917902,1942
278,69,Eustis,27,Lake Region Klan,No Notes,28.8527675,-81.6853534,1929
279,69,Sanford,31,Dixie Klan,No Notes,28.8028612,-81.269453,1931
280,69,Cocoa,33,Not Named,No Notes,28.3861159,-80.7419984,1924
281,69,Titusville,33,Indian River Klan,No Notes,28.6122187,-80.8075537,1926
282,69,Key West,42,Not Named,No Notes,24.5550593,-81.7799871,1924
283,69,DeLand,46,Not Named,No Notes,29.028318,-81.3031179,1924
284,69,Winter Haven,49,Haven Klan,No Notes,28.0222435,-81.7328567,1932
285,69,West Palm Beach,50,Not Named,No Notes,26.7153424,-80.0533746,1923
286,69,West Palm Beach,56,Albert Sidney Johnston Klan,No Notes,26.7153424,-80.0533746,1924
287,69,Pensacola,57,Not Named,AKA the Escambia Klan,30.421309,-87.2169149,1923
288,69,Green Cove Springs,61,Not Named,No Notes,29.9919085,-81.6781467,1932
289,69,Bradenton,65,Not Named,No Notes,27.4989278,-82.5748194,1923
290,69,Palmetto,65,Manatee County,No Notes,27.5214269,-82.5723193,1924
291,69,Lake Worth,70,George B. Baker Klan,No Notes,26.6167555,-80.0684479,1924
292,69,Sebring,71,Highlands Klan,No Notes,27.495592,-81.440907,1933
293,69,Sarasota,72,Not Named,No Notes,27.3364347,-82.5306527,1924
294,69,Vero,74,Not Named,No Notes,27.6389729,-80.460952,1924
295,69,Plant City,77,Hillsboro Klan,No Notes,28.0186323,-82.1128641,1927
296,69,Levy County,78,Not Named,No Notes,29.3178545,-82.820974,1924
297,69,Punta Gorda,81,Not Named,No Notes,26.9297836,-82.0453664,1925
298,69,Arcadia,82,De Soto Klan,No Notes,27.2158826,-81.8584164,1933
299,69,Fort Pierce,83,Not Named,No Notes,27.4467056,-80.3256056,1924
300,69,McDavid,84,Not Named,Received its charter as the second Klan in Escambia County because Pensacola was too far away,30.8375596,-87.3295636,1924
301,69,Pinellas,87,Not Named,No Notes,27.876394,-82.7778579,1933
302,69,Okaloosa,99,Not Named,No Notes,30.5773401,-86.6611083,1931
303,69,Callahan,107,Not Named,No Notes,30.5621807,-81.8306621,1932
304,69,Avon Park,110,Not Named,No Notes,27.5958672,-81.5061862,1931
305,69,St. Augustine,113,Not Named,"AKA St. Johns County, Selooe Klan",29.9012437,-81.3124341,1930
306,69,Suwannee County,114,Not Named,AKA Live Oak,30.2485096,-82.9931607,1931
307,69,West Palm Beach,115,John A. Partin Klan,No Notes,26.7153424,-80.0533746,1929
308,69,Jupiter,117,Not Named,No Notes,26.9342246,-80.0942087,1933
309,69,Cross City,123,Dixie County Klan,No Notes,29.6343977,-83.1251306,1931
310,69,Lafayette,124,Not Named,No Notes,30.0299573,-83.2077645,1931
311,69,Tampa,128,Liberty Bell Klan,No Notes,27.950575,-82.4571776,1932
312,69,Plant City,129,C. G. McElroy Klan,AKA Tampa,28.0186323,-82.1128641,1931
313,69,Tecumseh Beach,141,Not Named,No Notes,26.740345,-80.095269,1932
314,69,Gainesville,46,Alachua Klan,No Notes,29.6516344,-82.3248262,1922
315,69,Arcadia,82,Not Named,Chartered 'last week' per INH in March 26th issue. The 82d Klan in the Realm.,27.2158826,-81.8584164,1924
316,70,Atlanta,1,Nathan Bedford Forrest Klan,One of nine Klans in Fulton County,33.7489954,-84.3879824,1931
317,70,Athens,5,McDorman Klan,No Notes,33.9519347,-83.357567,1923
318,70,Athens,8,Rutherford Klan,No Notes,33.9519347,-83.357567,1922
319,70,Augusta,22,Alexander H. Stephens Klan,No Notes,33.466667,-81.966667,1926
320,70,Buford,26,Captain Espy Klan,No Notes,34.1206564,-84.0043513,1922
321,70,Savannah,41,Not Named,"""largest Klan in Georgia""",32.016667,-81.116667,1922
322,70,Decatur,42,Not Named,No Notes,33.7748275,-84.2963123,1921
323,70,Shannon,47,Hill City Klan,Rome?,34.3431937,-85.0783625,1932
324,70,East Point,51,Not Named,"11th anniversary on Nov 12, 1931. [misidentified as No. 61], chartered 12 Nov. 20",33.6795531,-84.4393724,1931
325,70,Austell,57,Not Named,chartered after a long period as a provisional Klan. Lithonia,33.8126059,-84.6343783,1923
326,70,Bainbridge,60,John E. Donaldson Klan,No Notes,30.9037995,-84.5754699,1924
327,70,Marietta,61,Joseph E. Johnston Klan,No Notes,33.952602,-84.5499327,1923
328,70,Brunswick,63,Not Named,No Notes,31.1499528,-81.4914894,1931
329,70,Waycross,78,Not Named,No Notes,31.2135511,-82.3540178,1924
330,70,Camilla,87,Not Named,No Notes,31.2312933,-84.2104611,1925
331,70,Kirkwood,91,John B. Gordon Klan,Atlanta,33.752831,-84.3252791,1924
332,70,College Park,96,Copaga Klan,Associated with College Park,33.648333,-84.456111,1931
333,70,Tennille,107,General Lee Klan,No Notes,32.9359886,-82.8115273,1922
334,70,Dublin,108,Not Named,No Notes,32.5404447,-82.903754,1922
335,70,Bolton,112,Riverside Klan,No Notes,33.8144708,-84.4566458,1922
336,70,Statham,115,Paradise Klan,No Notes,33.9651127,-83.596555,1931
337,70,Cummings,125,Cummings Klan,No Notes,34.2094687,-84.1169006,1923
338,70,Buckhead,128,Not Named,No Notes,33.5684599,-83.3623853,1923
339,70,Ty Ty,133,Red Blood Klan,No Notes,31.4718497,-83.6468362,1922
340,70,Gainesville,136,Robert E. Lee Klan,No Notes,34.2978794,-83.8240663,1930
341,70,Carnesville,140,Kanon Klan,No Notes,34.3698266,-83.235155,1923
342,70,Kensington,143,Chickamauga Klan,No Notes,34.7742451,-85.3727368,1923
343,70,Meldrim,145,Not Named,No Notes,32.1432582,-81.3778902,1924
344,70,Dalton,146,Not Named,No Notes,34.7698021,-84.9702228,1924
345,70,Pelham,153,Not Named,No Notes,31.1276849,-84.1518466,1923
346,70,Broxton,163,Not Named,No Notes,31.6251911,-82.8868113,1923
347,70,Woodstock,164,Not Named,No Notes,34.1014873,-84.5193754,1923
348,70,Saltilla,169,Not Named,No Notes,31.7875,-82.567778,1923
349,70,Alma,172,Not Named,No Notes,0,0,1924
350,70,Hardwick,174,Not Named,No Notes,33.0685576,-83.223983,1923
351,70,Unadilla,192,Dooly County Klan,No Notes,32.2615496,-83.7365656,1924
352,70,Danielsville,206,Not Named,No Notes,34.1242771,-83.2212629,1924
353,70,Atlanta,207,Not Named,North Atlanta,33.7489954,-84.3879824,1930
354,70,East Atlanta,213,Not Named,No Notes,33.7366044,-84.3357992,1924
355,70,Tallulah Falls,228,Not Named,No Notes,34.7306498,-83.3943316,1932
356,70,Lilburn,229,Not Named,No Notes,33.8901036,-84.1429719,1931
357,70,Atlanta,241,Inman Yards Klan,Mt. Vernon,33.7489954,-84.3879824,1932
358,70,Orchard Knob,247,Not Named,No Notes,33.6702028,-84.376547,1931
359,70,Guyton,252,Effingham County,No Notes,32.3363045,-81.3914992,1931
360,70,Columbus,254,Not Named,No Notes,32.4609764,-84.9877094,1935
361,70,Griffin,259,Not Named,No Notes,33.2467807,-84.2640904,1931
362,70,Jonesboro,261,Not Named,No Notes,33.5215013,-84.3538128,1931
363,70,Monroe,264,Not Named,No Notes,33.7948364,-83.713229,1931
364,70,Savannah,293,Samuel Green Klan,No Notes,32.016667,-81.116667,1931
365,71,Boise,1,Capital Klan,No Notes,43.6187102,-116.2146068,1926
366,71,Pocatello,2,Not Named,No Notes,42.8713032,-112.4455344,1927
367,71,Twin Falls,4,Not Named,No Notes,42.5629668,-114.4608711,1923
368,71,Coeur d'Alene,18,Fort Sherman Klan,No Notes,47.6776832,-116.7804664,1926
369,71,Culdesac,0,Not Named,No Notes,46.3746103,-116.6732035,1923
370,72,East St. Louis,1,George Washington Klan,No Notes,38.624514,-90.1506465,1923
371,72,Chicago,1,Not Named,No Notes,41.8781136,-87.6297982,1935
372,72,Chicago,2,Englewood Klan,No Notes,41.8781136,-87.6297982,1923
373,72,Springfield,3,Abraham Lincoln Klan,No Notes,39.7817213,-89.6501481,1923
374,72,Chicago,4,Woodlawn Klan,No Notes,41.8781136,-87.6297982,1923
